id,signal_id,ticker,signal_type,signal_strength,suggested_action,holding_type,asset_type,signal_price,source_report_id,source_data,status,processed_at,rejection_reason,generated_at,expires_at,created_at
13,80bbf2bb-5a5e-4b61-a300-de0d3ab75649,BLK,trend_break_bullish,1.0000,buy,swing,stock,1079.9000,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-10 14:01:26.344634+00,"Position too large: max 5.0% = $5000.00, would be $8545.12",2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.014625+00,2026-02-10 14:01:23.996653+00
14,a9190125-f5d1-4263-be8d-65f0a2eae833,CAT,trend_break_bullish,1.0000,buy,swing,stock,742.1200,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-10 14:01:26.35193+00,"Position too large: max 5.0% = $5000.00, would be $8809.92",2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.015132+00,2026-02-10 14:01:23.996653+00
16,dfb72648-333e-4be1-be08-220857aafce2,CMI,trend_break_bullish,1.0000,buy,swing,stock,601.3800,,"{""break_id"": 379190, ""magnitude"": 13.14, ""break_type"": ""trough"", ""volume_ratio"": 0.6043}",rejected,2026-02-10 14:01:26.356941+00,"Position too large: max 5.0% = $5000.00, would be $9432.88",2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.016073+00,2026-02-10 14:01:23.996653+00
17,8692ddc3-11b5-4b9d-9b6d-641ed09eb803,DPZ,trend_break_bullish,1.0000,buy,swing,stock,392.1600,,"{""break_id"": 534739, ""magnitude"": 11.28, ""break_type"": ""trough"", ""volume_ratio"": 2.0083}",rejected,2026-02-10 14:01:26.365096+00,"Position too large: max 5.0% = $5000.00, would be $9444.48",2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.016775+00,2026-02-10 14:01:23.996653+00
18,405e56b7-8757-43c8-98db-73499cd5074e,FICO,trend_break_bullish,1.0000,buy,swing,stock,1372.7600,,"{""break_id"": 696641, ""magnitude"": 41.04, ""break_type"": ""trough"", ""volume_ratio"": 1.5375}",rejected,2026-02-10 14:01:26.369998+00,"Position too large: max 5.0% = $5000.00, would be $8291.28",2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.017246+00,2026-02-10 14:01:23.996653+00
19,043ce12e-17d3-4e7f-b1cb-6ef544ce0829,KLAC,trend_break_bullish,1.0000,buy,swing,stock,1440.1600,,"{""break_id"": 978593, ""magnitude"": 12.78, ""break_type"": ""trough"", ""volume_ratio"": 0.3875}",rejected,2026-02-10 14:01:26.374976+00,Would exceed swing allocation limit,2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.01763+00,2026-02-10 14:01:23.996653+00
12,daf6c260-cc75-41b8-9239-2fedaad3f954,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4237.0498,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-10 20:52:58.003877+00,No position held to sell,2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.013944+00,2026-02-10 14:01:23.996653+00
20,c94e2d96-8c9c-42e6-97fe-81e6b0c22640,SNPS,trend_break_bearish,1.0000,sell,swing,stock,438.9000,,"{""break_id"": 1517497, ""magnitude"": 10.98, ""break_type"": ""peak"", ""volume_ratio"": 1.6181}",rejected,2026-02-10 20:52:58.003877+00,No position held to sell,2026-02-10 14:01:23.996653+00,2026-02-11 14:01:24.017975+00,2026-02-10 14:01:23.996653+00
22,834d574f-0885-4ad3-92ae-ef0a758c162e,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4281.1401,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-11 14:01:19.298828+00,No position held to sell,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.491572+00,2026-02-11 14:01:16.470214+00
23,6f0c818e-e61d-4bf2-ad7f-7dd28bab94c6,BLK,trend_break_bullish,1.0000,buy,swing,stock,1087.7800,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-11 14:01:19.300922+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.492476+00,2026-02-11 14:01:16.470214+00
24,ccf22424-0642-4e4f-b8c8-ecc2e186ffa4,CAT,trend_break_bullish,1.0000,buy,swing,stock,742.3700,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-11 14:01:19.302876+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.492895+00,2026-02-11 14:01:16.470214+00
25,ce6e8a8d-055a-474b-8ccf-27a6b4c423ff,CEG,trend_break_bearish,1.0000,sell,swing,stock,271.1400,,"{""break_id"": 326705, ""magnitude"": 10.82, ""break_type"": ""peak"", ""volume_ratio"": 1.1279}",rejected,2026-02-11 14:01:19.307981+00,No position held to sell,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.493252+00,2026-02-11 14:01:16.470214+00
26,82f4e0e9-f12e-405b-b89e-ab0efc15ddfb,CMI,trend_break_bullish,1.0000,buy,swing,stock,588.0700,,"{""break_id"": 379190, ""magnitude"": 13.14, ""break_type"": ""trough"", ""volume_ratio"": 0.6043}",rejected,2026-02-11 14:01:19.314378+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.493562+00,2026-02-11 14:01:16.470214+00
21,7e581074-93cf-4a13-9b95-3853dcb29c9b,AMP,trend_break_bullish,1.0000,buy,swing,stock,505.6400,,"{""break_id"": 124739, ""magnitude"": 11.17, ""break_type"": ""trough"", ""volume_ratio"": 0.3084}",rejected,2026-02-11 14:01:19.259211+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.46999+00,2026-02-11 14:01:16.470214+00
27,b62b0e36-c0c0-427a-a793-00bca4fe209f,DPZ,trend_break_bullish,1.0000,buy,swing,stock,389.7300,,"{""break_id"": 534739, ""magnitude"": 11.28, ""break_type"": ""trough"", ""volume_ratio"": 2.0083}",rejected,2026-02-11 14:01:19.316527+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.49387+00,2026-02-11 14:01:16.470214+00
28,cd2e36d1-93dd-44e0-9545-b65402e6e63c,FICO,trend_break_bullish,1.0000,buy,swing,stock,1380.6801,,"{""break_id"": 696641, ""magnitude"": 41.04, ""break_type"": ""trough"", ""volume_ratio"": 1.5375}",rejected,2026-02-11 14:01:19.31978+00,Already holding position,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.494182+00,2026-02-11 14:01:16.470214+00
29,58d260a2-35eb-40ca-abc9-7cc404956950,KLAC,trend_break_bullish,1.0000,buy,swing,stock,1430.8400,,"{""break_id"": 978593, ""magnitude"": 12.78, ""break_type"": ""trough"", ""volume_ratio"": 0.3875}",processed,2026-02-11 14:01:19.346566+00,,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.497689+00,2026-02-11 14:01:16.470214+00
30,ea0b0749-f68d-4ae8-a8d5-e9143cdffa0a,SNPS,trend_break_bearish,1.0000,sell,swing,stock,437.4500,,"{""break_id"": 1517497, ""magnitude"": 10.98, ""break_type"": ""peak"", ""volume_ratio"": 1.6181}",rejected,2026-02-11 14:01:19.348941+00,No position held to sell,2026-02-11 14:01:16.470214+00,2026-02-12 14:01:16.498122+00,2026-02-11 14:01:16.470214+00
38,20c3f549-c8be-49e7-9f1a-8076b9156cf2,GOOGL,13f_strong_buy,0.9000,buy,long_term,stock,310.9600,,"{""funds_buying"": 10, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 17683799, ""institutional_value"": 97132427810.0, ""institutional_sentiment"": 1.333333}",rejected,2026-02-12 14:01:23.859692+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.802412+00,2026-02-12 14:01:20.77496+00
40,0b8e057f-8017-4d63-85c5-d8985d5f5d2d,ORCL,13f_strong_buy,0.9000,buy,long_term,stock,157.1600,,"{""funds_buying"": 5, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 1247165, ""institutional_value"": 26245872156.0, ""institutional_sentiment"": 2.0}",rejected,2026-02-12 14:01:23.866633+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.803103+00,2026-02-12 14:01:20.77496+00
31,51ce37c6-9526-4448-ab29-8ab02e82ff1e,AMP,trend_break_bullish,1.0000,buy,swing,stock,485.9600,,"{""break_id"": 124739, ""magnitude"": 11.17, ""break_type"": ""trough"", ""volume_ratio"": 0.3084}",rejected,2026-02-12 14:01:23.794541+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.774385+00,2026-02-12 14:01:20.77496+00
32,0390046b-6575-4ba9-ac31-99cfb9b49570,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4312.4399,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-12 14:01:23.837085+00,No position held to sell,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.799635+00,2026-02-12 14:01:20.77496+00
33,ee8f76fd-87b6-4253-9b5a-b8b9593f81d9,BLK,trend_break_bullish,1.0000,buy,swing,stock,1082.8800,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-12 14:01:23.839427+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.800413+00,2026-02-12 14:01:20.77496+00
34,da22f636-f9e2-444c-a5d6-bfe4e1420ddb,CAT,trend_break_bullish,1.0000,buy,swing,stock,775.0000,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-12 14:01:23.84143+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.800844+00,2026-02-12 14:01:20.77496+00
35,0fc8d8f4-5f16-4014-960e-87ab1da974fe,CEG,trend_break_bearish,1.0000,sell,swing,stock,276.8500,,"{""break_id"": 326705, ""magnitude"": 10.82, ""break_type"": ""peak"", ""volume_ratio"": 1.1279}",rejected,2026-02-12 14:01:23.846705+00,No position held to sell,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.801252+00,2026-02-12 14:01:20.77496+00
36,c434ea44-e35c-4828-986f-7eb8ebf285f9,NVDA,13f_strong_buy,0.9000,buy,long_term,stock,190.0500,,"{""funds_buying"": 8, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 101824132, ""institutional_value"": 295193000341.0, ""institutional_sentiment"": 1.2}",rejected,2026-02-12 14:01:23.851377+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.80167+00,2026-02-12 14:01:20.77496+00
37,104a623b-8795-439a-9b3e-34ab22ae5bcd,AVGO,13f_strong_buy,0.9000,buy,long_term,stock,342.7600,,"{""funds_buying"": 7, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 456438592, ""institutional_value"": 110736055545.0, ""institutional_sentiment"": 1.5}",rejected,2026-02-12 14:01:23.8546+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.80206+00,2026-02-12 14:01:20.77496+00
39,e3bc220b-06c1-4968-8df9-dbcf19d09b89,LLY,13f_strong_buy,0.9000,buy,long_term,stock,1015.2100,,"{""funds_buying"": 8, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 4964231, ""institutional_value"": 59042787431.0, ""institutional_sentiment"": 1.4}",rejected,2026-02-12 14:01:23.863575+00,Already holding position,2026-02-12 14:01:20.77496+00,2026-02-13 14:01:20.802759+00,2026-02-12 14:01:20.77496+00
49,2fd54b5c-7bf5-4993-a10e-0801ed98a97e,LLY,13f_strong_buy,0.9000,buy,long_term,stock,1038.2700,,"{""funds_buying"": 8, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 4964231, ""institutional_value"": 59042787431.0, ""institutional_sentiment"": 1.4}",rejected,2026-02-13 14:01:21.918686+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.454763+00,2026-02-13 14:01:19.433774+00
41,9b310888-2e63-4667-ad75-f55cafa5125c,AMP,trend_break_bullish,1.0000,buy,swing,stock,467.3000,,"{""break_id"": 124739, ""magnitude"": 11.17, ""break_type"": ""trough"", ""volume_ratio"": 0.3084}",processed,2026-02-13 14:01:21.887333+00,,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.433567+00,2026-02-13 14:01:19.433774+00
42,d1e7cfa5-83e0-494d-939e-147e7282f744,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4159.1001,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-13 14:01:21.892825+00,No position held to sell,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.449369+00,2026-02-13 14:01:19.433774+00
43,7298c970-dd9a-4cb9-9096-643a511d903d,BLK,trend_break_bullish,1.0000,buy,swing,stock,1055.6300,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-13 14:01:21.896765+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.450116+00,2026-02-13 14:01:19.433774+00
44,1603dcfe-c79f-4bc2-a716-c8939ca247e2,CAT,trend_break_bullish,1.0000,buy,swing,stock,758.2900,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-13 14:01:21.898823+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.450658+00,2026-02-13 14:01:19.433774+00
45,1aaa8744-1547-474d-846a-5a2c248e9e0c,CEG,trend_break_bearish,1.0000,sell,swing,stock,276.1200,,"{""break_id"": 326705, ""magnitude"": 10.82, ""break_type"": ""peak"", ""volume_ratio"": 1.1279}",rejected,2026-02-13 14:01:21.902062+00,No position held to sell,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.451065+00,2026-02-13 14:01:19.433774+00
46,ea671bdb-3473-4aef-b9c1-12f25a80521b,NVDA,13f_strong_buy,0.9000,buy,long_term,stock,186.9400,,"{""funds_buying"": 8, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 101824132, ""institutional_value"": 295193000341.0, ""institutional_sentiment"": 1.2}",rejected,2026-02-13 14:01:21.904255+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.451382+00,2026-02-13 14:01:19.433774+00
47,bc96d783-90c8-40fa-a9a5-28293b6ad10b,AVGO,13f_strong_buy,0.9000,buy,long_term,stock,331.1700,,"{""funds_buying"": 7, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 456438592, ""institutional_value"": 110736055545.0, ""institutional_sentiment"": 1.5}",rejected,2026-02-13 14:01:21.909269+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.451759+00,2026-02-13 14:01:19.433774+00
48,76d6b623-dd18-4149-8ca0-51a6a6ebcd15,GOOGL,13f_strong_buy,0.9000,buy,long_term,stock,309.0000,,"{""funds_buying"": 10, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 17683799, ""institutional_value"": 97132427810.0, ""institutional_sentiment"": 1.333333}",rejected,2026-02-13 14:01:21.91452+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.452305+00,2026-02-13 14:01:19.433774+00
50,b2546c0c-5bba-45ab-8e83-ddd3fc8c8fb4,ORCL,13f_strong_buy,0.9000,buy,long_term,stock,156.4800,,"{""funds_buying"": 5, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 1247165, ""institutional_value"": 26245872156.0, ""institutional_sentiment"": 2.0}",rejected,2026-02-13 14:01:21.920891+00,Already holding position,2026-02-13 14:01:19.433774+00,2026-02-14 14:01:19.455217+00,2026-02-13 14:01:19.433774+00
60,d4928b43-0e43-4204-ae29-9b04f04d0b27,ORCL,13f_strong_buy,0.9000,buy,long_term,stock,160.1400,,"{""funds_buying"": 5, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 1247165, ""institutional_value"": 26245872156.0, ""institutional_sentiment"": 2.0}",rejected,2026-02-17 14:01:19.649745+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.150786+00,2026-02-17 14:01:17.127093+00
51,9813786f-3dfb-4634-88d6-832b8ee0921c,AMP,trend_break_bullish,1.0000,buy,swing,stock,473.6700,,"{""break_id"": 124739, ""magnitude"": 11.17, ""break_type"": ""trough"", ""volume_ratio"": 0.3084}",rejected,2026-02-17 14:01:19.586109+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.126903+00,2026-02-17 14:01:17.127093+00
52,0b328299-f8c5-405c-af34-a0487eb4f79e,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4140.6001,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-17 14:01:19.623036+00,No position held to sell,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.147445+00,2026-02-17 14:01:17.127093+00
53,225a01f4-63d1-4b56-969c-99057e351e7d,BLK,trend_break_bullish,1.0000,buy,swing,stock,1071.5100,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-17 14:01:19.625468+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.148058+00,2026-02-17 14:01:17.127093+00
54,f3e75669-5958-4236-8842-610e2f3bdea2,CAT,trend_break_bullish,1.0000,buy,swing,stock,774.2000,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-17 14:01:19.627459+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.148646+00,2026-02-17 14:01:17.127093+00
55,fd6c5614-7bb0-4bd4-a928-5522cdaf0de1,CMI,trend_break_bullish,1.0000,buy,swing,stock,601.0100,,"{""break_id"": 379190, ""magnitude"": 13.14, ""break_type"": ""trough"", ""volume_ratio"": 0.6043}",rejected,2026-02-17 14:01:19.62947+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.14894+00,2026-02-17 14:01:17.127093+00
56,5b9a7041-0353-4a53-aec7-8e25b65157a6,NVDA,13f_strong_buy,0.9000,buy,long_term,stock,182.8100,,"{""funds_buying"": 8, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 101824132, ""institutional_value"": 295193000341.0, ""institutional_sentiment"": 1.2}",rejected,2026-02-17 14:01:19.633075+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.149289+00,2026-02-17 14:01:17.127093+00
57,5304c693-8145-4b0c-bbea-4417f43b9116,AVGO,13f_strong_buy,0.9000,buy,long_term,stock,325.1700,,"{""funds_buying"": 7, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 456438592, ""institutional_value"": 110736055545.0, ""institutional_sentiment"": 1.5}",rejected,2026-02-17 14:01:19.638074+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.149754+00,2026-02-17 14:01:17.127093+00
58,bc3c3fb9-7461-4a85-95e2-707e1924d1b0,GOOGL,13f_strong_buy,0.9000,buy,long_term,stock,305.7200,,"{""funds_buying"": 10, ""funds_selling"": 2, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 17683799, ""institutional_value"": 97132427810.0, ""institutional_sentiment"": 1.333333}",rejected,2026-02-17 14:01:19.640206+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.150107+00,2026-02-17 14:01:17.127093+00
59,824f2221-4c09-4414-b195-bf07f8703859,LLY,13f_strong_buy,0.9000,buy,long_term,stock,1040.0000,,"{""funds_buying"": 8, ""funds_selling"": 1, ""report_quarter"": ""Q4 2024"", ""net_shares_change"": 4964231, ""institutional_value"": 59042787431.0, ""institutional_sentiment"": 1.4}",rejected,2026-02-17 14:01:19.646083+00,Already holding position,2026-02-17 14:01:17.127093+00,2026-02-18 14:01:17.150472+00,2026-02-17 14:01:17.127093+00
64,d3810999-92ef-4571-a47c-23b88700262b,CAT,trend_break_bullish,1.0000,buy,swing,stock,764.7600,,"{""break_id"": 301210, ""magnitude"": 16.38, ""break_type"": ""trough"", ""volume_ratio"": 0.8609}",rejected,2026-02-18 14:01:16.318421+00,Already holding position,2026-02-18 14:01:12.64024+00,2026-02-19 14:01:12.686427+00,2026-02-18 14:01:12.64024+00
65,e389d849-e286-493d-ae99-3deed3bfa920,CMI,trend_break_bullish,1.0000,buy,swing,stock,595.6600,,"{""break_id"": 379190, ""magnitude"": 13.14, ""break_type"": ""trough"", ""volume_ratio"": 0.6043}",rejected,2026-02-18 14:01:16.322133+00,Already holding position,2026-02-18 14:01:12.64024+00,2026-02-19 14:01:12.687126+00,2026-02-18 14:01:12.64024+00
61,de04fcf2-fb19-4a97-9216-ad34eedd5734,AMP,trend_break_bullish,1.0000,buy,swing,stock,468.7800,,"{""break_id"": 124739, ""magnitude"": 11.17, ""break_type"": ""trough"", ""volume_ratio"": 0.3084}",rejected,2026-02-18 14:01:16.262091+00,Already holding position,2026-02-18 14:01:12.64024+00,2026-02-19 14:01:12.639956+00,2026-02-18 14:01:12.64024+00
62,b2c2b03b-0765-4046-8a44-61f756abeb03,BKNG,trend_break_bearish,1.0000,sell,swing,stock,4140.1499,,"{""break_id"": 249711, ""magnitude"": 12.71, ""break_type"": ""peak"", ""volume_ratio"": 0.3876}",rejected,2026-02-18 14:01:16.31266+00,No position held to sell,2026-02-18 14:01:12.64024+00,2026-02-19 14:01:12.680989+00,2026-02-18 14:01:12.64024+00
63,d1009454-c2ca-40c7-a34c-31de63bbaba4,BLK,trend_break_bullish,1.0000,buy,swing,stock,1072.6700,,"{""break_id"": 259994, ""magnitude"": 17.8, ""break_type"": ""trough"", ""volume_ratio"": 1.9895}",rejected,2026-02-18 14:01:16.315694+00,Already holding position,2026-02-18 14:01:12.64024+00,2026-02-19 14:01:12.683351+00,2026-02-18 14:01:12.64024+00
